Id,CreationDate,PostId,RelatedPostId,LinkTypeId
77690,2011-10-18T16:25:25.057,2831,2697,1
77866,2011-10-18T18:39:02.920,2832,2539,1
78217,2011-10-19T10:35:06.393,2841,898,1
78343,2011-10-19T14:37:05.430,2779,1451,1
81369,2011-10-19T21:22:20.400,2865,2862,1
81745,2011-10-20T11:06:15.820,2878,2575,1
82846,2011-10-22T06:45:11.963,2919,1106,1
82997,2011-10-22T10:10:17.510,2927,2696,1
83273,2011-10-22T13:23:39.700,2930,1665,1
84724,2011-10-23T20:34:30.160,2970,956,1
85125,2011-10-23T22:24:31.257,2975,1304,1
85126,2011-10-23T22:24:31.260,2975,1407,1
87252,2011-10-25T18:49:01.443,1665,2930,1
87303,2011-10-25T21:31:07.300,3025,1677,1
87879,2011-10-26T14:14:18.413,3040,688,1
87880,2011-10-26T14:19:09.260,3036,1953,1
88356,2011-10-26T22:27:30.460,3054,2939,1
88642,2011-10-27T22:16:43.477,3041,716,1
88643,2011-10-27T22:28:13.093,3078,270,1
88750,2011-10-28T00:18:52.160,3080,2589,1
88856,2011-10-28T11:51:32.673,1340,2582,1
89693,2011-10-31T16:03:38.177,2675,2752,1
89704,2011-10-31T16:16:33.980,3160,3115,1
89839,2011-11-01T06:42:28.300,2975,2565,1
90346,2011-11-02T15:57:36.200,3206,3129,1
90347,2011-11-02T15:57:36.200,3206,10,1
90412,2011-11-02T17:49:38.900,3198,3183,1
90785,2011-11-03T11:56:04.543,3230,700,1
91161,2011-11-04T16:33:49.823,3261,2589,1
91187,2011-11-04T16:44:22.913,3260,885,1
91433,2011-11-05T21:01:50.580,3278,2966,1
91493,2011-11-06T01:24:37.880,3289,210,1
91522,2011-11-06T06:30:47.930,3289,598,1
91523,2011-11-06T06:30:47.930,3289,115,1
91524,2011-11-06T06:30:47.930,3289,558,1
91707,2011-11-06T20:00:13.057,3295,2181,1
91708,2011-11-06T20:04:01.997,3278,802,1
92132,2011-11-07T19:08:10.530,3328,2041,1
92133,2011-11-07T19:15:51.907,2041,3328,1
92192,2011-11-07T21:54:12.750,3325,1772,1
92193,2011-11-07T22:04:10.517,3330,882,1
92379,2011-11-08T11:14:10.320,3356,2905,1
92569,2011-11-09T07:41:27.280,3375,3353,1
92595,2011-11-09T07:41:45.823,3353,3375,1
92616,2011-11-09T08:19:25.247,3160,2643,1
92620,2011-11-09T09:11:17.280,3377,3375,1
92646,2011-11-09T09:20:05.007,3375,3377,1
93025,2011-11-10T13:40:44.923,3412,1238,1
93137,2011-11-10T19:04:19.520,3418,3410,1
93163,2011-11-10T19:14:19.690,3410,3418,1
93370,2011-11-12T00:43:47.910,193,3424,1
94272,2011-11-14T21:19:28.470,3465,2119,1
94273,2011-11-14T21:19:32.887,3465,983,1
94517,2011-11-16T11:48:11.157,3481,185,1
94708,2011-11-16T20:56:15.493,2841,1014,1
94719,2011-11-16T20:58:04.663,1014,2841,1
94971,2011-11-17T13:07:21.790,3488,2952,1
95113,2011-11-18T03:07:20.053,3515,3085,1
95231,2011-11-18T17:00:40.817,3505,3490,1
95232,2011-11-18T17:01:07.783,3490,3505,1
95613,2011-11-19T22:58:57.207,3535,2049,1
95678,2011-11-20T00:57:12.550,3532,1224,1
95801,2011-11-20T09:26:14.443,3535,1596,1
96484,2011-11-22T19:46:25.183,3560,3198,1
96593,2011-11-22T23:09:28.460,3576,226,1
96594,2011-11-22T23:09:28.460,3576,1013,1
96793,2011-11-23T11:23:19.963,3592,3589,1
96943,2011-11-23T18:45:26.603,3588,3586,1
96944,2011-11-23T19:04:39.640,3592,3601,1
96945,2011-11-23T19:59:34.520,3589,3592,1
96983,2011-11-23T20:54:52.240,3535,3539,1
97720,2011-11-26T16:20:55.060,291,712,1
98341,2011-11-29T08:55:42.557,3674,2995,1
98349,2011-11-29T12:03:00.487,3677,3625,1
98656,2011-11-30T00:31:13.270,3640,2589,1
98819,2011-11-30T10:10:17.053,3727,3596,1
99083,2011-11-30T21:33:59.933,3748,2949,1
99702,2011-12-02T14:54:34.173,3796,1992,1
99703,2011-12-02T15:05:32.913,3796,2044,1
99745,2011-12-02T18:55:34.787,3802,3763,1
100223,2011-12-04T15:22:46.993,3826,3804,1
100249,2011-12-04T15:23:32.000,3804,3826,1
100553,2011-12-04T23:20:59.607,3835,2615,1
100692,2011-12-05T08:55:04.413,3838,2975,1
100917,2011-12-05T19:27:24.837,3874,1615,1
101165,2011-12-06T15:48:16.600,3893,2643,1
101174,2011-12-06T16:23:22.903,3888,529,1
101175,2011-12-06T16:26:17.280,3888,1060,1
101178,2011-12-06T16:32:51.807,2643,3893,1
101179,2011-12-06T16:35:57.447,3893,2646,1
101180,2011-12-06T17:03:40.967,3887,529,1
101244,2011-12-07T01:10:55.077,3888,3887,1
101592,2011-12-07T15:09:54.523,3922,448,1
102015,2011-12-08T23:13:13.517,3948,983,1
102016,2011-12-08T23:13:13.517,3948,1224,1
102330,2011-12-09T23:25:54.120,3983,3748,1
102462,2011-12-10T10:01:45.490,3991,3624,1
102537,2011-12-10T15:33:09.387,3927,2684,1
103374,2011-12-13T21:15:14.770,4060,232,1
103503,2011-12-14T15:33:47.383,4091,1340,1
103540,2011-12-14T17:25:48.447,4068,1106,1
103548,2011-12-14T18:27:34.000,4061,2326,1
103560,2011-12-14T20:16:05.330,3983,3220,1
103569,2011-12-14T21:09:08.807,4096,3796,1
103851,2011-12-15T04:17:15.027,4111,1224,1
103852,2011-12-15T04:45:22.747,4111,447,1
103853,2011-12-15T04:50:59.603,4111,3040,1
103901,2011-12-15T10:30:02.083,4098,6,1
104020,2011-12-15T21:52:40.700,4123,1827,1
104160,2011-12-16T09:58:56.170,4127,3924,1
104877,2011-12-18T07:52:51.993,3983,3984,1
105043,2011-12-18T22:12:24.643,4186,2305,1
105192,2011-12-19T03:36:50.620,4196,2874,1
105219,2011-12-19T09:45:28.357,4170,3080,1
105262,2011-12-19T10:31:00.750,4213,2952,1
105358,2011-12-19T15:12:37.530,4217,2615,1
105366,2011-12-19T16:08:46.890,4225,2615,1
105367,2011-12-19T16:08:46.890,4225,730,1
105877,2011-12-20T14:34:33.133,4261,2615,1
105955,2011-12-20T21:34:49.220,4277,3507,1
106361,2011-12-21T10:48:14.690,4296,4292,1
106403,2011-12-21T12:27:52.463,4292,4296,1
106968,2011-12-22T17:05:54.120,4330,248,1
107075,2011-12-23T12:11:52.733,248,4330,1
107215,2011-12-23T21:15:54.853,4361,4308,1
107600,2011-12-25T01:08:31.540,4394,2993,1
108358,2011-12-27T15:08:39.290,4421,2589,1
108586,2011-12-28T01:31:49.637,4449,3924,1
108782,2011-12-28T13:41:53.593,4459,31,1
108938,2011-12-28T21:11:22.220,4466,2796,1
109098,2011-12-29T12:57:22.290,4466,26,1
109312,2011-12-29T21:01:56.490,1568,2026,1
110576,2012-01-02T10:46:25.663,4602,3521,1
110577,2012-01-02T10:46:25.663,4602,250,1
110798,2012-01-03T12:47:18.933,4620,4290,1
110912,2012-01-03T21:52:41.160,4629,1860,1
111374,2012-01-04T23:44:24.657,4651,2720,1
112005,2012-01-08T09:20:06.940,4688,1023,1
112476,2012-01-10T03:54:39.940,4726,2589,1
112477,2012-01-10T03:54:39.940,4726,4420,1
112478,2012-01-10T03:54:39.940,4726,983,1
112595,2012-01-10T15:17:44.813,4730,3080,1
112856,2012-01-11T08:52:40.360,4757,2041,1
112898,2012-01-11T11:03:45.787,2041,4757,1
114577,2012-01-16T11:16:58.253,4846,2807,1
114716,2012-01-16T16:11:59.190,4859,2970,1
114804,2012-01-16T21:22:19.453,4859,1930,1
115021,2012-01-17T08:29:06.957,4872,3220,1
115085,2012-01-17T12:25:18.790,4828,203,1
115646,2012-01-18T15:27:05.163,4901,441,1
115883,2012-01-19T15:04:36.107,4779,4800,1
115993,2012-01-19T18:50:22.417,4935,4360,1
116567,2012-01-21T05:14:32.167,4969,4245,1
116624,2012-01-21T10:56:58.387,4944,4502,1
117367,2012-01-22T18:03:39.760,5019,995,1
117368,2012-01-22T18:07:01.120,995,3330,1
117397,2012-01-22T19:58:27.010,5024,3838,1
117398,2012-01-22T19:58:27.010,5024,1407,1
117399,2012-01-22T19:58:27.010,5024,2736,1
117481,2012-01-22T21:30:38.567,5028,788,1
117496,2012-01-22T22:22:24.760,5029,4439,1
117704,2012-01-23T13:17:17.697,5046,2952,1
117775,2012-01-23T16:23:51.717,5050,2624,1
117783,2012-01-23T18:04:19.060,5048,965,1
117987,2012-01-24T07:10:02.417,5064,5065,1
118016,2012-01-24T11:29:33.737,5065,5064,1
118857,2012-01-26T11:56:49.367,5117,4280,1
118920,2012-01-26T14:40:36.493,5119,610,1
119518,2012-01-28T17:49:06.607,5134,730,1
119992,2012-01-29T11:49:03.357,5169,3485,1
120218,2012-01-29T21:25:56.367,5174,10,1
120219,2012-01-29T21:25:56.367,5174,1911,1
120220,2012-01-29T21:43:57.360,5173,2305,1
120290,2012-01-29T23:28:18.310,5173,885,1
120473,2012-01-30T10:24:48.007,5179,722,1
120521,2012-01-30T12:54:54.843,5204,5161,1
120641,2012-01-30T15:19:51.423,5207,2720,1
120843,2012-01-30T22:11:54.487,5204,3965,1
121270,2012-01-31T19:53:47.540,5262,3198,1
121516,2012-02-01T10:08:38.337,5272,3492,1
121517,2012-02-01T10:16:12.947,5274,185,1
121633,2012-02-01T13:26:44.980,5282,497,1
121684,2012-02-01T13:43:15.927,5284,4835,1
121685,2012-02-01T13:43:15.927,5284,525,1
121686,2012-02-01T13:43:15.927,5284,5161,1
121756,2012-02-01T15:49:33.563,5289,4983,1
122008,2012-02-02T09:25:40.863,5305,823,1
122372,2012-02-02T19:44:52.497,239,189,1
122789,2012-02-03T22:47:41.570,5334,5282,1
122790,2012-02-03T22:47:41.570,5334,497,1
123696,2012-02-07T12:36:22.393,5374,5312,1
124073,2012-02-08T12:22:50.740,5414,5193,1
124189,2012-02-08T16:53:47.267,5436,4213,1
124210,2012-02-08T22:41:02.633,5193,5414,1
124383,2012-02-09T11:58:41.053,5457,589,1
124660,2012-02-10T10:21:53.103,5473,4253,1
125527,2012-02-13T13:17:07.457,5497,730,1
125824,2012-02-14T10:00:52.943,5556,26,1
126208,2012-02-15T14:23:18.390,5588,3220,1
126764,2012-02-17T10:14:28.573,5618,10,1
127640,2012-02-19T23:09:04.507,5650,890,1
128555,2012-02-21T21:49:05.097,5709,730,1
128790,2012-02-22T11:40:36.423,5725,4651,1
128795,2012-02-22T12:46:13.973,4651,5725,1
129042,2012-02-22T19:39:07.043,5733,2354,1
129239,2012-02-23T14:52:54.660,5748,545,1
129240,2012-02-23T14:52:54.663,5748,232,1
129530,2012-02-24T15:19:44.543,5755,598,1
130284,2012-02-26T22:31:26.243,5783,2589,1
130538,2012-02-27T21:27:54.890,5800,441,1
130585,2012-02-28T01:19:57.660,5801,2589,1
130586,2012-02-28T01:31:18.830,5801,3087,1
130587,2012-02-28T01:31:18.830,5801,5599,1
130588,2012-02-28T01:31:18.833,5801,3080,1
131030,2012-02-29T11:10:40.147,5828,1987,1
131141,2012-02-29T19:39:15.673,5828,2007,1
131468,2012-03-01T17:25:58.033,5853,5601,1
131587,2012-03-02T11:03:31.630,5863,2624,1
131607,2012-03-02T11:54:56.970,5858,5733,1
131671,2012-03-02T15:44:07.343,5841,2796,1
131879,2012-03-03T10:53:40.247,4253,4192,1
132646,2012-03-05T15:20:39.613,5875,1573,1
132826,2012-03-06T05:13:55.483,5902,1475,1
132852,2012-03-06T05:15:06.077,1475,5902,1
132920,2012-03-06T07:33:34.567,5879,3804,1
132989,2012-03-06T11:11:05.177,5902,2736,1
133253,2012-03-06T21:56:14.613,5907,4712,1
133254,2012-03-06T21:56:14.633,5907,3490,1
133431,2012-03-07T11:47:11.420,5930,394,1
133860,2012-03-08T14:10:24.420,5951,5948,1
134019,2012-03-08T18:03:10.153,5952,3461,1
134566,2012-03-10T15:21:42.733,5991,610,1
134911,2012-03-11T20:46:23.443,6004,4440,1
135124,2012-03-12T20:31:30.540,5715,6021,1
135245,2012-03-13T08:54:16.810,6034,2250,1
135246,2012-03-13T08:55:12.683,6034,77,1
135326,2012-03-13T15:06:24.740,6034,5497,1
135543,2012-03-14T07:44:40.293,5809,3560,1
135548,2012-03-14T07:46:27.007,6053,722,1
135984,2012-03-15T01:19:47.890,6070,2198,1
136087,2012-03-15T10:34:46.267,716,4031,1
136196,2012-03-15T12:47:36.173,6059,5957,1
136985,2012-03-18T07:20:27.643,6136,6053,1
137132,2012-03-18T21:30:43.260,6140,25,1
137548,2012-03-20T13:53:57.193,6163,2939,1
137733,2012-03-20T20:48:07.110,6169,4924,1
137734,2012-03-20T20:48:07.110,6169,5572,1
137754,2012-03-20T21:37:24.067,6174,2759,1
138190,2012-03-22T17:19:10.347,6188,6187,1
138472,2012-03-23T01:52:45.983,6202,5755,1
138727,2012-03-23T15:23:43.747,6216,2486,1
139151,2012-03-24T19:50:01.627,6233,6232,1
139482,2012-03-26T07:38:52.513,6251,1677,1
140211,2012-03-28T08:58:25.860,6285,5962,1
140420,2012-03-28T21:01:05.650,6304,730,1
140424,2012-03-28T21:37:07.387,6286,435,1
140905,2012-03-30T10:57:57.447,6337,6266,1
140960,2012-03-30T12:52:35.380,6330,3377,1
141030,2012-03-30T15:38:21.020,6344,956,1
141031,2012-03-30T15:38:21.020,6344,2970,1
141032,2012-03-30T15:38:21.020,6344,2265,1
141067,2012-03-30T15:57:26.967,6344,1428,1
141131,2012-03-30T20:59:44.063,6353,6233,1
141264,2012-03-31T11:47:46.183,6358,3377,1
141619,2012-04-01T19:48:09.760,6183,515,1
141810,2012-04-02T12:03:08.337,6376,6358,1
142027,2012-04-02T23:32:45.660,6382,239,1
142305,2012-04-03T09:27:47.243,6405,217,1
142990,2012-04-05T10:27:37.157,6432,5372,1
143938,2012-04-09T03:18:40.953,6493,2451,1
144108,2012-04-09T16:51:16.757,6494,6495,1
144137,2012-04-09T17:03:28.487,6482,6498,1
144404,2012-04-10T12:46:51.810,6512,1014,1
144488,2012-04-10T22:05:53.867,6522,4253,1
144705,2012-04-11T13:11:13.300,6531,2302,1
144844,2012-04-11T16:01:50.457,2302,6531,1
145365,2012-04-13T14:22:33.940,6551,25,1
145374,2012-04-13T14:45:13.070,6553,4305,1
145493,2012-04-13T18:16:46.287,6566,6564,1
145817,2012-04-14T11:40:52.147,6572,73,1
145991,2012-04-15T04:34:08.497,6587,3356,1
146329,2012-04-15T20:16:18.213,6604,25,1
146627,2012-04-17T06:38:33.523,6564,6566,1
148107,2012-04-22T19:48:40.723,6671,6649,1
148136,2012-04-22T21:21:33.803,6694,1899,1
148137,2012-04-22T21:21:33.803,6694,1013,1
148541,2012-04-23T19:58:19.197,6711,4440,1
148614,2012-04-24T03:34:40.903,6711,6004,1
148637,2012-04-24T05:53:03.680,6591,489,1
148733,2012-04-24T14:03:48.820,6707,6536,1
149383,2012-04-27T02:20:48.997,6730,5312,1
149522,2012-04-27T14:37:36.880,6746,1598,1
149892,2012-04-29T00:54:40.927,6792,3289,1
149893,2012-04-29T00:54:40.927,6792,6642,1
150133,2012-04-29T23:37:14.030,6802,441,1
150668,2012-05-01T18:30:28.447,6835,6594,1
150940,2012-05-02T16:26:32.060,6835,6471,1
151199,2012-05-03T10:43:14.733,6864,1978,1
151313,2012-05-03T21:24:54.983,6869,2798,1
151339,2012-05-03T22:08:31.683,6870,6869,1
151340,2012-05-03T22:08:31.683,6870,2798,1
151544,2012-05-04T10:02:22.843,6880,6541,1
151948,2012-05-05T17:53:19.793,6912,6465,1
152116,2012-05-06T10:04:36.047,6917,6751,1
152268,2012-05-07T01:17:09.447,6917,6435,1
152273,2012-05-07T01:51:22.313,6917,4712,1
152274,2012-05-07T01:51:22.313,6917,6866,1
152275,2012-05-07T01:51:22.313,6917,1677,1
152279,2012-05-07T01:59:27.573,6917,6551,1
152280,2012-05-07T01:59:27.573,6917,6534,1
152281,2012-05-07T02:08:09.263,6917,25,1
152687,2012-05-07T23:12:59.530,6963,4602,1
153048,2012-05-09T00:32:36.240,6986,69,1
153960,2012-05-11T15:53:02.317,7033,730,1
153977,2012-05-11T19:37:43.490,7041,730,1
154316,2012-05-12T20:51:33.337,7050,4440,1
154429,2012-05-13T06:44:07.480,7046,7056,1
154548,2012-05-13T17:28:49.853,7070,733,1
154746,2012-05-14T06:18:48.190,7081,10,1
155016,2012-05-14T18:13:58.460,7096,733,1
155747,2012-05-16T08:41:55.730,7144,1598,1
155852,2012-05-16T13:53:07.900,7149,5317,1
155864,2012-05-16T16:04:04.370,7140,7144,1
155865,2012-05-16T16:06:16.827,7144,7140,1
155999,2012-05-17T04:31:48.277,7140,4598,1
156176,2012-05-17T19:14:40.203,7167,6591,1
157224,2012-05-21T22:33:13.010,7217,5932,1
157262,2012-05-22T04:11:52.367,2310,4413,1
157622,2012-05-23T02:23:46.243,7240,4152,1
158281,2012-05-24T19:49:45.507,7272,7031,1
158282,2012-05-24T19:49:45.507,7272,1,1
158339,2012-05-24T20:56:34.407,7273,2684,1
158413,2012-05-24T23:54:11.500,7276,3490,1
158457,2012-05-25T05:42:17.603,7282,5268,1
159355,2012-05-27T07:09:54.140,7315,4651,1
159560,2012-05-27T20:37:04.640,7307,7242,1
159611,2012-05-27T21:49:24.160,7327,438,1
159784,2012-05-28T15:55:58.217,7325,5809,1
159956,2012-05-29T06:07:12.623,7268,4939,1
159957,2012-05-29T06:07:12.627,7268,2865,1
159958,2012-05-29T06:07:12.627,7268,5871,1
159959,2012-05-29T06:07:12.627,7268,2862,1
160033,2012-05-29T10:40:55.350,7354,5312,1
160554,2012-05-30T22:41:27.397,7387,2458,1
161000,2012-06-01T06:48:34.693,7408,5174,1
161045,2012-06-01T07:55:46.860,7421,1031,1
161567,2012-06-02T22:48:12.080,7408,10,1
161584,2012-06-03T04:13:23.303,7263,4978,1
161877,2012-06-04T04:26:20.633,7449,3418,1
162618,2012-06-06T20:51:30.063,7502,2683,1
163677,2012-06-10T01:12:50.680,7553,3960,1
163678,2012-06-10T01:12:50.680,7553,6806,1
163699,2012-06-10T02:05:01.990,7563,3125,1
163771,2012-06-10T06:39:17.393,7563,4936,1
163951,2012-06-10T20:16:31.743,7579,7563,1
163977,2012-06-10T20:22:10.300,7563,7579,1
164164,2012-06-11T09:57:46.260,7585,6955,1
164232,2012-06-11T12:58:00.393,7595,7585,1
164348,2012-06-11T15:29:17.830,7571,7601,1
164381,2012-06-11T16:52:55.970,7586,10,1
164661,2012-06-12T09:29:56.877,7622,7256,1
164724,2012-06-12T09:52:03.140,7612,6316,1
165009,2012-06-12T21:22:42.100,7636,1224,1
165077,2012-06-13T01:25:03.233,7648,886,1
165151,2012-06-13T08:35:23.670,7649,7273,1
165166,2012-06-13T09:44:00.560,7650,7405,1
165254,2012-06-13T15:57:00.680,7656,7653,1
165503,2012-06-14T06:57:45.880,7665,1777,1
166039,2012-06-15T09:27:29.547,7709,1887,1
166196,2012-06-15T13:52:40.827,7737,7735,1
166946,2012-06-17T14:33:21.480,7786,7553,1
167361,2012-06-18T10:50:24.380,7783,5334,1
167362,2012-06-18T10:50:24.380,7783,5282,1
167470,2012-06-18T17:05:12.553,7798,6070,1
167981,2012-06-19T15:30:54.557,7839,26,1
168457,2012-06-20T18:54:48.917,7866,7798,1
169451,2012-06-22T18:29:38.230,7938,3461,1
169480,2012-06-22T18:38:23.080,7319,2952,1
169492,2012-06-22T20:03:49.800,7940,7916,1
169534,2012-06-22T21:47:21.313,7916,7940,1
170024,2012-06-24T00:05:02.593,7961,5312,1
170925,2012-06-25T20:03:59.610,7982,862,1
171191,2012-06-26T07:44:07.713,8023,8022,1
171217,2012-06-26T07:44:48.627,8022,8023,1
172077,2012-06-28T07:32:49.313,6448,5040,1
172749,2012-06-30T01:41:52.520,8102,983,1
172812,2012-06-30T03:18:50.087,8105,798,1
172813,2012-06-30T04:10:01.530,8105,2495,1
172814,2012-06-30T04:10:01.530,8105,1887,1
173262,2012-07-01T08:41:52.713,8131,8125,1
173686,2012-07-02T10:43:20.103,8139,2041,1
173869,2012-07-02T22:57:27.883,8197,1911,1
173870,2012-07-02T22:58:10.947,8197,10,1
174013,2012-07-03T11:32:29.390,8102,1772,1
174180,2012-07-03T20:04:32.630,8216,8071,1
174669,2012-07-05T00:58:57.227,8245,7708,1
175050,2012-07-05T19:33:11.630,8251,2767,1
175464,2012-07-06T21:34:38.373,8280,3274,1
176277,2012-07-08T20:15:38.857,8314,7118,1
176386,2012-07-09T09:31:17.730,8289,529,1
176748,2012-07-09T23:33:55.487,8345,5102,1
177427,2012-07-11T17:44:11.903,8347,823,1
178818,2012-07-15T10:46:55.873,8442,3070,1
179273,2012-07-16T21:34:35.170,8465,6896,1
180704,2012-07-20T17:21:00.573,8533,3521,1
181935,2012-07-24T13:05:01.667,8589,8114,1
182158,2012-07-25T09:04:22.943,8597,1497,1
182217,2012-07-25T11:20:53.277,8463,2571,1
182228,2012-07-25T11:37:00.347,8518,1153,1
182708,2012-07-26T17:13:13.793,8631,767,1
183626,2012-07-30T14:36:23.407,8249,7935,1
183862,2012-07-31T09:45:05.383,8686,7854,1
183936,2012-07-31T14:41:17.263,8689,5309,1
184771,2012-08-03T05:40:54.533,8715,8415,1
184914,2012-08-03T13:18:04.887,8715,6371,1
185040,2012-08-03T19:04:03.467,8489,7982,1
185090,2012-08-04T02:06:28.697,8738,8720,1
186326,2012-08-08T02:56:34.573,8627,4864,1
187011,2012-08-10T05:05:22.207,8834,435,1
187162,2012-08-10T13:16:13.540,8811,946,1
187355,2012-08-10T20:57:33.693,8853,1943,1
187664,2012-08-11T20:45:22.030,8861,1949,1
188029,2012-08-12T13:07:47.727,8884,2796,1
188092,2012-08-12T17:06:35.837,8901,678,1
188156,2012-08-12T21:44:12.763,8908,5106,1
188157,2012-08-12T21:44:12.763,8908,7234,1
188186,2012-08-12T22:10:29.807,8913,8901,1
188249,2012-08-12T22:21:33.610,8914,6132,1
188581,2012-08-13T21:36:34.240,8818,8815,1
188606,2012-08-14T02:52:38.867,8940,8933,1
188640,2012-08-14T07:55:13.420,8944,3080,1
188641,2012-08-14T07:55:13.420,8944,5599,1
188682,2012-08-14T09:49:05.877,8870,7779,1
188831,2012-08-14T22:38:39.700,8951,7821,1
